group,emotion,wav_path,rating,naturalness
group_4,angry,output/sentences/azure/fold_2_en-US-DavisNeural/4.wav,5.6,5.4
group_4,angry,output/sentences/azure/fold_2_en-US-DavisNeural/8.wav,4.4,4.2
group_4,angry,output/sentences/cosyvoice2/fold_1_nova/4.wav,3.6,3.4
group_4,angry,output/sentences/cosyvoice2/fold_2_coral/8.wav,3.4,3.8
group_4,angry,output/sentences/genai/fold_3_fenrir/4.wav,5.8,4.2
group_4,angry,output/sentences/genai/fold_3_fenrir/8.wav,6.4,4.8
group_4,angry,output/sentences/openai/fold_3_echo/4.wav,4.6,4.6
group_4,angry,output/sentences/openai/fold_4_onyx/8.wav,2.8,3.6
group_4,disgusted,output/sentences/azure/fold_1_en-US-JennyNeural/16.wav,3.0,4.4
group_4,disgusted,output/sentences/azure/fold_5_en-US-SaraNeural/14.wav,3.4,3.8
group_4,disgusted,output/sentences/cosyvoice2/fold_1_nova/14.wav,3.8,3.4
group_4,disgusted,output/sentences/cosyvoice2/fold_5_verse/16.wav,3.8,5.2
group_4,disgusted,output/sentences/genai/fold_3_fenrir/14.wav,5.0,3.8
group_4,disgusted,output/sentences/genai/fold_3_fenrir/16.wav,4.6,3.6
group_4,disgusted,output/sentences/openai/fold_2_coral/14.wav,5.6,4.6
group_4,disgusted,output/sentences/openai/fold_3_echo/16.wav,4.4,4.2
group_4,fearful,output/sentences/azure/fold_1_en-US-JennyNeural/26.wav,5.8,4.8
group_4,fearful,output/sentences/azure/fold_4_en-US-AriaNeural/28.wav,5.0,4.2
group_4,fearful,output/sentences/cosyvoice2/fold_4_onyx/26.wav,2.2,4.2
group_4,fearful,output/sentences/cosyvoice2/fold_5_verse/28.wav,2.6,3.0
group_4,fearful,output/sentences/genai/fold_1_zephyr/28.wav,6.2,5.4
group_4,fearful,output/sentences/genai/fold_2_leda/26.wav,6.2,5.0
group_4,fearful,output/sentences/openai/fold_2_coral/26.wav,4.8,5.2
group_4,fearful,output/sentences/openai/fold_5_verse/28.wav,3.4,4.0
group_4,happy,output/sentences/azure/fold_2_en-US-DavisNeural/38.wav,4.6,4.0
group_4,happy,output/sentences/azure/fold_4_en-US-AriaNeural/39.wav,3.0,2.8
group_4,happy,output/sentences/cosyvoice2/fold_1_nova/39.wav,2.8,3.8
group_4,happy,output/sentences/cosyvoice2/fold_5_verse/38.wav,3.8,3.4
group_4,happy,output/sentences/genai/fold_2_leda/38.wav,6.6,6.2
group_4,happy,output/sentences/genai/fold_2_leda/39.wav,6.6,5.8
group_4,happy,output/sentences/openai/fold_1_nova/39.wav,4.0,4.8
group_4,happy,output/sentences/openai/fold_4_onyx/38.wav,2.6,3.4
group_4,neutral,output/sentences/azure/fold_2_en-US-DavisNeural/50.wav,5.8,5.8
group_4,neutral,output/sentences/azure/fold_5_en-US-SaraNeural/47.wav,6.2,5.0
group_4,neutral,output/sentences/cosyvoice2/fold_2_coral/47.wav,6.0,5.0
group_4,neutral,output/sentences/cosyvoice2/fold_3_echo/50.wav,6.2,5.6
group_4,neutral,output/sentences/genai/fold_4_kore/47.wav,6.4,5.6
group_4,neutral,output/sentences/genai/fold_5_charon/50.wav,6.2,5.6
group_4,neutral,output/sentences/openai/fold_3_echo/50.wav,5.8,5.0
group_4,neutral,output/sentences/openai/fold_4_onyx/47.wav,6.0,5.0
group_4,sad,output/sentences/azure/fold_3_en-US-GuyNeural/59.wav,5.6,5.6
group_4,sad,output/sentences/azure/fold_5_en-US-SaraNeural/51.wav,4.4,3.8
group_4,sad,output/sentences/cosyvoice2/fold_5_verse/51.wav,3.0,3.6
group_4,sad,output/sentences/cosyvoice2/fold_5_verse/59.wav,2.4,3.6
group_4,sad,output/sentences/genai/fold_3_fenrir/51.wav,6.0,5.2
group_4,sad,output/sentences/genai/fold_3_fenrir/59.wav,6.2,4.8
group_4,sad,output/sentences/openai/fold_3_echo/51.wav,4.6,4.8
group_4,sad,output/sentences/openai/fold_5_verse/59.wav,5.0,5.2
group_4,surprised,output/sentences/azure/fold_3_en-US-GuyNeural/66.wav,6.2,5.0
group_4,surprised,output/sentences/azure/fold_3_en-US-GuyNeural/68.wav,5.0,4.0
group_4,surprised,output/sentences/cosyvoice2/fold_4_onyx/66.wav,3.0,3.8
group_4,surprised,output/sentences/cosyvoice2/fold_5_verse/68.wav,4.0,4.0
group_4,surprised,output/sentences/genai/fold_1_zephyr/66.wav,6.2,5.2
group_4,surprised,output/sentences/genai/fold_1_zephyr/68.wav,6.4,5.8
group_4,surprised,output/sentences/openai/fold_1_nova/66.wav,5.8,4.8
group_4,surprised,output/sentences/openai/fold_4_onyx/68.wav,5.4,5.6
