group,emotion,wav_path,rating,naturalness
group_2,angry,output/sentences/azure/fold_1_en-US-JennyNeural/8.wav,4.0,2.2
group_2,angry,output/sentences/azure/fold_5_en-US-SaraNeural/4.wav,5.4,4.4
group_2,angry,output/sentences/cosyvoice2/fold_4_onyx/8.wav,2.4,4.0
group_2,angry,output/sentences/cosyvoice2/fold_5_verse/4.wav,5.2,4.8
group_2,angry,output/sentences/genai/fold_1_zephyr/8.wav,6.2,5.0
group_2,angry,output/sentences/genai/fold_2_leda/4.wav,5.6,5.0
group_2,angry,output/sentences/openai/fold_1_nova/4.wav,4.4,3.4
group_2,angry,output/sentences/openai/fold_1_nova/8.wav,4.2,3.0
group_2,disgusted,output/sentences/azure/fold_4_en-US-AriaNeural/14.wav,3.4,3.8
group_2,disgusted,output/sentences/azure/fold_5_en-US-SaraNeural/16.wav,2.8,4.0
group_2,disgusted,output/sentences/cosyvoice2/fold_1_nova/16.wav,3.0,5.0
group_2,disgusted,output/sentences/cosyvoice2/fold_3_echo/14.wav,3.4,3.0
group_2,disgusted,output/sentences/genai/fold_1_zephyr/14.wav,6.4,5.8
group_2,disgusted,output/sentences/genai/fold_5_charon/16.wav,4.8,2.8
group_2,disgusted,output/sentences/openai/fold_3_echo/14.wav,5.2,4.8
group_2,disgusted,output/sentences/openai/fold_5_verse/16.wav,5.0,5.0
group_2,fearful,output/sentences/azure/fold_5_en-US-SaraNeural/26.wav,4.6,4.6
group_2,fearful,output/sentences/azure/fold_5_en-US-SaraNeural/28.wav,5.8,5.2
group_2,fearful,output/sentences/cosyvoice2/fold_3_echo/26.wav,1.6,3.2
group_2,fearful,output/sentences/cosyvoice2/fold_4_onyx/28.wav,2.0,3.6
group_2,fearful,output/sentences/genai/fold_3_fenrir/26.wav,5.6,4.0
group_2,fearful,output/sentences/genai/fold_4_kore/28.wav,5.4,5.0
group_2,fearful,output/sentences/openai/fold_3_echo/26.wav,2.0,3.0
group_2,fearful,output/sentences/openai/fold_4_onyx/28.wav,2.4,3.8
group_2,happy,output/sentences/azure/fold_1_en-US-JennyNeural/38.wav,4.2,3.6
group_2,happy,output/sentences/azure/fold_2_en-US-DavisNeural/39.wav,4.6,5.4
group_2,happy,output/sentences/cosyvoice2/fold_3_echo/38.wav,4.2,3.6
group_2,happy,output/sentences/cosyvoice2/fold_5_verse/39.wav,2.0,2.0
group_2,happy,output/sentences/genai/fold_1_zephyr/38.wav,5.8,5.0
group_2,happy,output/sentences/genai/fold_3_fenrir/39.wav,6.0,5.2
group_2,happy,output/sentences/openai/fold_2_coral/38.wav,3.6,4.0
group_2,happy,output/sentences/openai/fold_4_onyx/39.wav,3.8,4.2
group_2,neutral,output/sentences/azure/fold_2_en-US-DavisNeural/47.wav,5.6,3.4
group_2,neutral,output/sentences/azure/fold_3_en-US-GuyNeural/50.wav,5.8,5.0
group_2,neutral,output/sentences/cosyvoice2/fold_3_echo/47.wav,4.8,2.2
group_2,neutral,output/sentences/cosyvoice2/fold_4_onyx/50.wav,5.8,5.2
group_2,neutral,output/sentences/genai/fold_1_zephyr/47.wav,6.2,4.8
group_2,neutral,output/sentences/genai/fold_4_kore/50.wav,6.2,4.0
group_2,neutral,output/sentences/openai/fold_1_nova/50.wav,5.8,4.2
group_2,neutral,output/sentences/openai/fold_2_coral/47.wav,5.6,3.4
group_2,sad,output/sentences/azure/fold_1_en-US-JennyNeural/59.wav,4.0,4.2
group_2,sad,output/sentences/azure/fold_3_en-US-GuyNeural/51.wav,4.0,3.8
group_2,sad,output/sentences/cosyvoice2/fold_3_echo/51.wav,3.8,4.6
group_2,sad,output/sentences/cosyvoice2/fold_3_echo/59.wav,1.8,2.2
group_2,sad,output/sentences/genai/fold_2_leda/51.wav,6.0,6.2
group_2,sad,output/sentences/genai/fold_2_leda/59.wav,5.0,3.2
group_2,sad,output/sentences/openai/fold_4_onyx/51.wav,5.8,4.8
group_2,sad,output/sentences/openai/fold_4_onyx/59.wav,4.6,3.2
group_2,surprised,output/sentences/azure/fold_1_en-US-JennyNeural/68.wav,5.0,4.2
group_2,surprised,output/sentences/azure/fold_4_en-US-AriaNeural/66.wav,3.4,3.0
group_2,surprised,output/sentences/cosyvoice2/fold_1_nova/66.wav,3.2,3.0
group_2,surprised,output/sentences/cosyvoice2/fold_1_nova/68.wav,4.2,3.6
group_2,surprised,output/sentences/genai/fold_2_leda/66.wav,6.8,6.2
group_2,surprised,output/sentences/genai/fold_4_kore/68.wav,6.6,6.2
group_2,surprised,output/sentences/openai/fold_3_echo/66.wav,3.2,2.2
group_2,surprised,output/sentences/openai/fold_3_echo/68.wav,6.4,4.8
