rater,idx,tts,emotion,wav_path,rating,naturalness
usr25,idx4,openai,angry,output/sentences/openai/fold_5_verse/4.wav,7,3
usr25,idx68,genai,surprised,output/sentences/genai/fold_3_fenrir/68.wav,6,5
usr25,idx39,genai,happy,output/sentences/genai/fold_1_zephyr/39.wav,5,5
usr25,idx66,openai,surprised,output/sentences/openai/fold_4_onyx/66.wav,5,3
usr25,idx47,genai,neutral,output/sentences/genai/fold_3_fenrir/47.wav,6,6
usr25,idx39,openai,happy,output/sentences/openai/fold_3_echo/39.wav,5,7
usr25,idx51,cosyvoice2,sad,output/sentences/cosyvoice2/fold_4_onyx/51.wav,6,5
usr25,idx14,openai,disgusted,output/sentences/openai/fold_1_nova/14.wav,6,4
usr25,idx28,openai,fearful,output/sentences/openai/fold_2_coral/28.wav,7,7
usr25,idx26,genai,fearful,output/sentences/genai/fold_5_charon/26.wav,7,7
usr25,idx26,openai,fearful,output/sentences/openai/fold_5_verse/26.wav,1,5
usr25,idx59,cosyvoice2,sad,output/sentences/cosyvoice2/fold_2_coral/59.wav,4,4
usr25,idx66,cosyvoice2,surprised,output/sentences/cosyvoice2/fold_2_coral/66.wav,5,4
usr25,idx68,openai,surprised,output/sentences/openai/fold_2_coral/68.wav,7,5
usr25,idx51,genai,sad,output/sentences/genai/fold_1_zephyr/51.wav,7,7
usr25,idx8,cosyvoice2,angry,output/sentences/cosyvoice2/fold_1_nova/8.wav,2,3
usr25,idx14,azure,disgusted,output/sentences/azure/fold_3_en-US-GuyNeural/14.wav,1,1
usr25,idx59,azure,sad,output/sentences/azure/fold_5_en-US-SaraNeural/59.wav,7,5
usr25,idx51,azure,sad,output/sentences/azure/fold_2_en-US-DavisNeural/51.wav,7,6
usr25,idx8,azure,angry,output/sentences/azure/fold_3_en-US-GuyNeural/8.wav,3,2
usr25,idx51,openai,sad,output/sentences/openai/fold_5_verse/51.wav,3,3
usr25,idx47,openai,neutral,output/sentences/openai/fold_1_nova/47.wav,4,2
usr25,idx66,azure,surprised,output/sentences/azure/fold_2_en-US-DavisNeural/66.wav,6,7
usr25,idx50,openai,neutral,output/sentences/openai/fold_4_onyx/50.wav,6,4
usr25,idx38,cosyvoice2,happy,output/sentences/cosyvoice2/fold_4_onyx/38.wav,1,1
usr25,idx16,genai,disgusted,output/sentences/genai/fold_2_leda/16.wav,6,6
usr25,idx39,cosyvoice2,happy,output/sentences/cosyvoice2/fold_2_coral/39.wav,6,5
usr25,idx16,azure,disgusted,output/sentences/azure/fold_3_en-US-GuyNeural/16.wav,1,1
usr25,idx68,azure,surprised,output/sentences/azure/fold_2_en-US-DavisNeural/68.wav,6,7
usr25,idx28,cosyvoice2,fearful,output/sentences/cosyvoice2/fold_2_coral/28.wav,2,4
usr25,idx4,cosyvoice2,angry,output/sentences/cosyvoice2/fold_4_onyx/4.wav,1,1
usr25,idx16,cosyvoice2,disgusted,output/sentences/cosyvoice2/fold_2_coral/16.wav,1,3
usr25,idx16,openai,disgusted,output/sentences/openai/fold_2_coral/16.wav,3,5
usr25,idx59,genai,sad,output/sentences/genai/fold_5_charon/59.wav,7,7
usr25,idx28,genai,fearful,output/sentences/genai/fold_2_leda/28.wav,7,7
usr25,idx28,azure,fearful,output/sentences/azure/fold_2_en-US-DavisNeural/28.wav,7,7
usr25,idx8,openai,angry,output/sentences/openai/fold_2_coral/8.wav,7,7
usr25,idx50,genai,neutral,output/sentences/genai/fold_1_zephyr/50.wav,6,5
usr25,idx4,azure,angry,output/sentences/azure/fold_4_en-US-AriaNeural/4.wav,6,6
usr25,idx4,genai,angry,output/sentences/genai/fold_4_kore/4.wav,7,6
usr25,idx68,cosyvoice2,surprised,output/sentences/cosyvoice2/fold_3_echo/68.wav,5,6
usr25,idx38,azure,happy,output/sentences/azure/fold_3_en-US-GuyNeural/38.wav,6,5
usr25,idx38,genai,happy,output/sentences/genai/fold_4_kore/38.wav,7,7
usr25,idx14,cosyvoice2,disgusted,output/sentences/cosyvoice2/fold_2_coral/14.wav,2,2
usr25,idx50,cosyvoice2,neutral,output/sentences/cosyvoice2/fold_1_nova/50.wav,6,6
usr25,idx47,cosyvoice2,neutral,output/sentences/cosyvoice2/fold_1_nova/47.wav,6,4
usr25,idx26,azure,fearful,output/sentences/azure/fold_3_en-US-GuyNeural/26.wav,7,7
usr25,idx50,azure,neutral,output/sentences/azure/fold_1_en-US-JennyNeural/50.wav,7,7
usr25,idx47,azure,neutral,output/sentences/azure/fold_4_en-US-AriaNeural/47.wav,7,7
usr25,idx59,openai,sad,output/sentences/openai/fold_3_echo/59.wav,6,6
usr25,idx66,genai,surprised,output/sentences/genai/fold_3_fenrir/66.wav,4,6
usr25,idx14,genai,disgusted,output/sentences/genai/fold_5_charon/14.wav,7,7
usr25,idx26,cosyvoice2,fearful,output/sentences/cosyvoice2/fold_1_nova/26.wav,1,3
usr25,idx38,openai,happy,output/sentences/openai/fold_1_nova/38.wav,6,2
usr25,idx39,azure,happy,output/sentences/azure/fold_3_en-US-GuyNeural/39.wav,7,7
usr25,idx8,genai,angry,output/sentences/genai/fold_5_charon/8.wav,6,7
