rater,idx,tts,emotion,wav_path,rating,naturalness
usr02,idx4,azure,angry,output/sentences/azure/fold_5_en-US-SaraNeural/4.wav,7.0,5.0
usr02,idx39,genai,happy,output/sentences/genai/fold_3_fenrir/39.wav,6.0,7.0
usr02,idx51,genai,sad,output/sentences/genai/fold_2_leda/51.wav,7.0,7.0
usr02,idx14,openai,disgusted,output/sentences/openai/fold_3_echo/14.wav,7.0,7.0
usr02,idx59,azure,sad,output/sentences/azure/fold_1_en-US-JennyNeural/59.wav,6.0,6.0
usr02,idx38,genai,happy,output/sentences/genai/fold_1_zephyr/38.wav,7.0,6.0
usr02,idx39,openai,happy,output/sentences/openai/fold_4_onyx/39.wav,7.0,6.0
usr02,idx47,azure,neutral,output/sentences/azure/fold_2_en-US-DavisNeural/47.wav,6.0,6.0
usr02,idx14,genai,disgusted,output/sentences/genai/fold_1_zephyr/14.wav,7.0,7.0
usr02,idx39,azure,happy,output/sentences/azure/fold_2_en-US-DavisNeural/39.wav,7.0,7.0
usr02,idx14,cosyvoice2,disgusted,output/sentences/cosyvoice2/fold_3_echo/14.wav,5.0,4.0
usr02,idx50,openai,neutral,output/sentences/openai/fold_1_nova/50.wav,6.0,4.0
usr02,idx8,cosyvoice2,angry,output/sentences/cosyvoice2/fold_4_onyx/8.wav,3.0,4.0
usr02,idx16,azure,disgusted,output/sentences/azure/fold_5_en-US-SaraNeural/16.wav,6.0,5.0
usr02,idx16,genai,disgusted,output/sentences/genai/fold_5_charon/16.wav,3.0,3.0
usr02,idx8,genai,angry,output/sentences/genai/fold_1_zephyr/8.wav,5.0,5.0
usr02,idx50,cosyvoice2,neutral,output/sentences/cosyvoice2/fold_4_onyx/50.wav,6.0,6.0
usr02,idx16,cosyvoice2,disgusted,output/sentences/cosyvoice2/fold_1_nova/16.wav,6.0,5.0
usr02,idx39,cosyvoice2,happy,output/sentences/cosyvoice2/fold_5_verse/39.wav,3.0,2.0
usr02,idx47,genai,neutral,output/sentences/genai/fold_1_zephyr/47.wav,5.0,5.0
usr02,idx38,azure,happy,output/sentences/azure/fold_1_en-US-JennyNeural/38.wav,4.0,3.0
usr02,idx4,cosyvoice2,angry,output/sentences/cosyvoice2/fold_5_verse/4.wav,4.0,3.0
usr02,idx26,openai,fearful,output/sentences/openai/fold_3_echo/26.wav,4.0,3.0
usr02,idx66,openai,surprised,output/sentences/openai/fold_3_echo/66.wav,5.0,3.0
usr02,idx28,openai,fearful,output/sentences/openai/fold_4_onyx/28.wav,4.0,4.0
usr02,idx59,openai,sad,output/sentences/openai/fold_4_onyx/59.wav,5.0,4.0
usr02,idx38,openai,happy,output/sentences/openai/fold_2_coral/38.wav,5.0,3.0
usr02,idx66,cosyvoice2,surprised,output/sentences/cosyvoice2/fold_1_nova/66.wav,2.0,2.0
usr02,idx28,genai,fearful,output/sentences/genai/fold_4_kore/28.wav,5.0,4.0
usr02,idx59,genai,sad,output/sentences/genai/fold_2_leda/59.wav,4.0,2.0
usr02,idx68,openai,surprised,output/sentences/openai/fold_3_echo/68.wav,5.0,4.0
usr02,idx51,azure,sad,output/sentences/azure/fold_3_en-US-GuyNeural/51.wav,4.0,4.0
usr02,idx4,openai,angry,output/sentences/openai/fold_1_nova/4.wav,3.0,3.0
usr02,idx66,azure,surprised,output/sentences/azure/fold_4_en-US-AriaNeural/66.wav,3.0,1.0
usr02,idx51,cosyvoice2,sad,output/sentences/cosyvoice2/fold_3_echo/51.wav,5.0,4.0
usr02,idx28,cosyvoice2,fearful,output/sentences/cosyvoice2/fold_4_onyx/28.wav,4.0,3.0
usr02,idx50,azure,neutral,output/sentences/azure/fold_3_en-US-GuyNeural/50.wav,5.0,3.0
usr02,idx47,openai,neutral,output/sentences/openai/fold_2_coral/47.wav,5.0,3.0
usr02,idx26,azure,fearful,output/sentences/azure/fold_5_en-US-SaraNeural/26.wav,2.0,1.0
usr02,idx16,openai,disgusted,output/sentences/openai/fold_5_verse/16.wav,6.0,4.0
usr02,idx38,cosyvoice2,happy,output/sentences/cosyvoice2/fold_3_echo/38.wav,5.0,3.0
